"CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","LAW_CAT_CD","BORO_NM","Latitude","Longitude"
775946097,"1/29/15",16:20:00,NA,NA,"1/29/15","MISDEMEANOR","QUEENS",40.7000411,-73.90698014
375229393,"1/31/15",23:30:00,"1/31/15",23:40:00,"1/31/15","MISDEMEANOR","QUEENS",40.59596336,-73.77107818
411322006,"1/31/15",23:10:00,"1/31/15",23:15:00,"1/31/15","MISDEMEANOR","QUEENS",40.59268354,-73.79908102
876092828,"1/31/15",23:05:00,"1/31/15",23:10:00,"1/31/15","MISDEMEANOR","QUEENS",40.74476578,-73.92407069
218139034,"1/31/15",22:50:00,"1/31/15",22:50:00,"1/31/15","VIOLATION","QUEENS",40.60222614,-73.75468933
293815530,"1/31/15",22:40:00,"1/31/15",22:45:00,"1/31/15","MISDEMEANOR","QUEENS",40.68012586,-73.75323824
782712960,"1/31/15",22:30:00,"1/31/15",22:34:00,"1/31/15","MISDEMEANOR","QUEENS",40.7027542,-73.88417179
255543822,"1/31/15",22:30:00,"1/31/15",22:33:00,"1/31/15","FELONY","QUEENS",40.69455352,-73.80211335
296716806,"1/31/15",22:23:00,"1/31/15",22:23:00,"1/31/15","FELONY","QUEENS",40.69546757,-73.80535623
720529424,"1/31/15",22:00:00,"1/31/15",22:15:00,"1/31/15","FELONY","QUEENS",40.60115996,-73.75670988
496899048,"1/31/15",22:00:00,NA,NA,"1/31/15","MISDEMEANOR","QUEENS",40.72313054,-73.80281498
979585565,"1/31/15",21:30:00,"1/31/15",21:40:00,"1/31/15","MISDEMEANOR","QUEENS",40.70790135,-73.78674084
414353720,"1/31/15",21:10:00,"1/31/15",21:10:00,"1/31/15","FELONY","QUEENS",40.74164979,-73.91520403
332776220,"1/31/15",21:07:00,"1/31/15",21:25:00,"1/31/15","MISDEMEANOR","QUEENS",40.68221821,-73.85324347
311749260,"1/31/15",20:45:00,"1/31/15",20:55:00,"1/31/15","MISDEMEANOR","QUEENS",40.74494176,-73.86693818
477917607,"1/31/15",20:05:00,"1/31/15",20:10:00,"1/31/15","FELONY","QUEENS",40.70955592,-73.7820609
851784858,"1/31/15",20:00:00,"1/31/15",21:05:00,"1/31/15","MISDEMEANOR","QUEENS",40.75927324,-73.93547152
288050138,"1/31/15",20:00:00,"1/31/15",20:20:00,"1/31/15","VIOLATION","QUEENS",40.76038537,-73.91509716
877360891,"1/31/15",19:50:00,"1/31/15",20:15:00,"1/31/15","MISDEMEANOR","QUEENS",40.73392684,-73.8715824
308707282,"1/31/15",19:45:00,"1/31/15",19:45:00,"1/31/15","MISDEMEANOR","QUEENS",40.69567337,-73.78525812
647500865,"1/31/15",19:45:00,"1/31/15",19:45:00,"1/31/15","MISDEMEANOR","QUEENS",40.69567337,-73.78525812
114825991,"1/31/15",19:30:00,NA,NA,"1/31/15","MISDEMEANOR","QUEENS",40.70636312,-73.87584103
886095525,"1/31/15",19:10:00,"1/31/15",19:16:00,"1/31/15","MISDEMEANOR","QUEENS",40.59643156,-73.78467707
868515288,"1/31/15",19:10:00,"1/31/15",19:26:00,"1/31/15","FELONY","QUEENS",40.7527164,-73.82138395
590883876,"1/31/15",19:10:00,"1/31/15",19:16:00,"1/31/15","MISDEMEANOR","QUEENS",40.59643156,-73.78467707
188939418,"1/31/15",19:00:00,"1/31/15",20:03:00,"1/31/15","MISDEMEANOR","QUEENS",40.7650219,-73.88709227
910917615,"1/30/15",17:00:00,NA,NA,"1/31/15","MISDEMEANOR","QUEENS",40.68620426,-73.76846433
760237155,"1/31/15",18:45:00,"1/31/15",19:20:00,"1/31/15","MISDEMEANOR","QUEENS",40.73059628,-73.86340922
519078587,"1/30/15",05:10:00,NA,NA,"1/30/15","FELONY","QUEENS",40.70177586,-73.80745847
