"CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","LAW_CAT_CD","BORO_NM","Latitude","Longitude"
703305214,"6/21/15",18:30:00,NA,NA,"12/30/15","MISDEMEANOR","BROOKLYN",40.63874829,-73.89519321
283836721,"6/12/15",10:00:00,"8/25/15",12:00:00,"12/27/15","MISDEMEANOR","BROOKLYN",40.68906135,-73.96499935
451021830,"6/5/15",10:00:00,"6/5/15",15:00:00,"12/23/15","FELONY","BROOKLYN",40.68691377,-73.97061823
152350374,"6/30/15",17:00:00,"12/20/15",18:00:00,"12/22/15","MISDEMEANOR","BROOKLYN",40.57820717,-73.96364269
410593845,"6/10/15",12:00:00,"12/22/15",14:00:00,"12/22/15","MISDEMEANOR","BROOKLYN",40.67059278,-73.94626015
405000568,"6/1/15",09:00:00,NA,NA,"12/21/15","MISDEMEANOR","BROOKLYN",40.71022938,-73.95099666
410429785,"6/16/15",20:00:00,"6/17/15",07:00:00,"12/15/15","FELONY","BROOKLYN",40.58725781,-73.93992576
217541731,"6/12/15",15:00:00,"6/12/15",20:00:00,"12/15/15","MISDEMEANOR","BROOKLYN",40.67710997,-74.01048181
991635039,"6/20/15",22:30:00,"12/12/15",18:00:00,"12/14/15","MISDEMEANOR","BROOKLYN",40.65669355,-73.96066977
986332935,"6/17/15",13:05:00,"6/17/15",14:55:00,"12/10/15","FELONY","BROOKLYN",40.68361664,-73.98041601
218276880,"6/6/15",11:01:00,"6/6/15",12:01:00,"12/9/15","FELONY","BROOKLYN",40.67933735,-73.9303752
856803834,"6/6/15",11:01:00,"6/6/15",12:01:00,"12/9/15","FELONY","BROOKLYN",40.67933735,-73.9303752
488125358,"6/9/15",14:00:00,"6/9/15",14:30:00,"12/8/15","FELONY","BROOKLYN",40.70800027,-73.94416686
114460847,"6/4/15",12:00:00,"12/4/15",12:00:00,"12/4/15","FELONY","BROOKLYN",40.6943809,-73.9765182
628589188,"6/17/15",12:30:00,NA,NA,"12/3/15","MISDEMEANOR","BROOKLYN",40.67757359,-73.88968828
453257149,"6/1/15",08:00:00,"9/1/15",12:30:00,"12/2/15","FELONY","BROOKLYN",40.64349478,-73.95556793
694211003,"6/30/15",07:00:00,"11/27/15",08:00:00,"11/27/15","VIOLATION","BROOKLYN",40.63603438,-74.02696626
536878349,"6/29/15",12:00:00,NA,NA,"11/25/15","FELONY","BROOKLYN",40.59644847,-73.93678474
939049328,"6/1/15",21:00:00,"6/30/15",22:00:00,"11/25/15","MISDEMEANOR","BROOKLYN",40.678841,-73.88343818
710185703,"6/29/15",18:00:00,"6/29/15",18:00:00,"11/23/15","FELONY","BROOKLYN",40.59095958,-73.99322518
941658388,"6/12/15",19:00:00,NA,NA,"11/22/15","VIOLATION","BROOKLYN",40.66206846,-73.91966292
922278997,"6/22/15",19:00:00,"11/17/15",14:41:00,"11/20/15","MISDEMEANOR","BROOKLYN",40.65860583,-73.94521737
368126981,"6/9/15",09:00:00,"6/9/15",10:00:00,"11/19/15","MISDEMEANOR","BROOKLYN",40.67213267,-73.90749852
630112352,"6/11/15",17:45:00,"11/13/15",10:30:00,"11/13/15","MISDEMEANOR","BROOKLYN",40.68786432,-73.94939048
878287215,"6/20/15",12:00:00,"11/11/15",23:00:00,"11/12/15","MISDEMEANOR","BROOKLYN",40.68845185,-73.97486161
446987702,"6/18/15",03:00:00,"11/12/15",09:55:00,"11/12/15","MISDEMEANOR","BROOKLYN",40.66905821,-73.91058126
946418303,"6/1/15",09:00:00,"11/12/15",16:00:00,"11/12/15","VIOLATION","BROOKLYN",40.65761275,-73.98117331
294091134,"6/27/15",23:00:00,"6/27/15",23:06:00,"11/10/15","FELONY","BROOKLYN",40.68039861,-73.94955839
794837033,"6/1/15",09:00:00,"6/5/15",18:00:00,"11/10/15","FELONY","BROOKLYN",40.70346149,-73.92651615
541192404,"6/3/15",16:30:00,"11/7/15",22:00:00,"11/9/15","FELONY","BROOKLYN",40.66557499,-73.88568179
862240718,"6/1/15",00:01:00,NA,NA,"11/9/15","FELONY","BROOKLYN",40.61508492,-73.94615716
378752808,"6/12/15",22:35:00,"11/8/15",20:56:00,"11/8/15","FELONY","BROOKLYN",40.69600633,-73.96741549
278975426,"6/1/15",09:00:00,"11/7/15",21:00:00,"11/8/15","MISDEMEANOR","BROOKLYN",40.5950641,-73.96729911
