"CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","LAW_CAT_CD","BORO_NM","Latitude","Longitude"
365661343,"12/31/15",23:18:00,"12/31/15",23:25:00,"12/31/15","FELONY","BROOKLYN",40.66502269,-73.95711076
584555879,"12/31/15",23:00:00,NA,NA,"12/31/15","FELONY","BROOKLYN",40.64456205,-73.92766205
761004485,"12/31/15",23:00:00,"12/31/15",23:05:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.6063089,-73.96513277
231688534,"12/31/15",22:53:00,"12/31/15",22:55:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.65564202,-73.95986308
549465293,"12/31/15",22:50:00,"12/31/15",22:58:00,"12/31/15","FELONY","BROOKLYN",40.67123699,-73.8772222
693907266,"12/31/15",22:45:00,"12/31/15",22:50:00,"12/31/15","FELONY","BROOKLYN",40.66025806,-73.91367114
371600116,"12/31/15",22:45:00,"12/31/15",22:50:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.58605959,-73.97174269
359273994,"12/31/15",22:45:00,"12/31/15",22:55:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.63303279,-74.02119331
415805453,"12/31/15",22:45:00,NA,NA,"12/31/15","FELONY","BROOKLYN",40.6698002,-73.89239755
251546004,"12/31/15",22:40:00,"12/31/15",22:50:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.69649389,-73.94943082
221366121,"12/31/15",22:20:00,"12/31/15",22:30:00,"12/31/15","FELONY","BROOKLYN",40.64489299,-74.02130158
699918040,"12/31/15",22:20:00,"12/31/15",22:30:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.67123699,-73.8772222
492283167,"12/31/15",22:15:00,NA,NA,"12/31/15","FELONY","BROOKLYN",40.67895946,-73.92313612
886575789,"12/31/15",22:11:00,"12/31/15",22:15:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.71163617,-73.96218119
978579954,"12/31/15",22:00:00,NA,NA,"12/31/15","FELONY","BROOKLYN",40.70132337,-73.98179571
134672344,"12/31/15",22:00:00,"12/31/15",22:05:00,"12/31/15","VIOLATION","BROOKLYN",40.67034922,-73.94210756
368389376,"12/31/15",22:00:00,"12/31/15",22:05:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.6717658,-73.91970892
975280737,"12/31/15",22:00:00,"12/31/15",22:00:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.68202442,-73.90363775
609719707,"12/31/15",21:55:00,"12/31/15",22:00:00,"12/31/15","FELONY","BROOKLYN",40.70441798,-73.94340884
864956142,"12/31/15",21:50:00,"12/31/15",22:05:00,"12/31/15","FELONY","BROOKLYN",40.67967007,-73.93613621
643336260,"12/31/15",21:46:00,NA,NA,"12/31/15","FELONY","BROOKLYN",40.66860865,-73.89502734
952314337,"12/31/15",21:45:00,"12/31/15",22:08:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.69831932,-73.94979007
620980847,"12/31/15",21:45:00,"12/31/15",22:00:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.66181346,-73.99115628
850629480,"12/31/15",21:40:00,"12/31/15",21:44:00,"12/31/15","FELONY","BROOKLYN",40.64437708,-73.9588681
615620286,"12/31/15",21:30:00,"12/31/15",21:36:00,"12/31/15","FELONY","BROOKLYN",40.63549872,-73.94213058
451003216,"12/31/15",21:15:00,NA,NA,"12/31/15","FELONY","BROOKLYN",40.6358209,-73.89972677
457509537,"12/31/15",21:15:00,"12/31/15",22:00:00,"12/31/15","FELONY","BROOKLYN",40.63832369,-73.99228356
184360391,"12/31/15",21:10:00,"12/31/15",21:15:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.59376054,-73.98029833
692485374,"12/31/15",20:50:00,"12/31/15",20:55:00,"12/31/15","FELONY","BROOKLYN",40.67686588,-74.00805907
426157232,"12/31/15",20:45:00,"12/31/15",20:50:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.66499204,-73.88462305
623200663,"12/31/15",20:45:00,"12/31/15",20:50:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.66499204,-73.88462305
358552029,"12/31/15",20:40:00,"12/31/15",20:50:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.62621863,-73.92766032
682748041,"12/31/15",20:20:00,"12/31/15",20:50:00,"12/31/15","VIOLATION","BROOKLYN",40.65141461,-73.91775491
773827796,"12/31/15",20:15:00,NA,NA,"12/31/15","MISDEMEANOR","BROOKLYN",40.68088304,-73.9816066
923246497,"12/31/15",20:15:00,"12/31/15",20:16:00,"12/31/15","VIOLATION","BROOKLYN",40.70141655,-73.91446898
700848832,"12/31/15",20:15:00,"12/31/15",20:20:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.65837867,-73.8861843
233066092,"12/31/15",20:15:00,"12/31/15",20:20:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.65837867,-73.8861843
700633985,"12/31/15",20:10:00,"12/31/15",20:20:00,"12/31/15","FELONY","BROOKLYN",40.63948303,-73.94544926
760339443,"12/31/15",20:05:00,"12/31/15",20:10:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.63055949,-73.89106657
225219535,"12/31/15",20:00:00,"12/31/15",20:30:00,"12/31/15","FELONY","BROOKLYN",40.63398397,-73.98962513
731365141,"12/31/15",19:58:00,NA,NA,"12/31/15","MISDEMEANOR","BROOKLYN",40.65969099,-73.9013849
486150171,"12/31/15",19:55:00,"12/31/15",20:00:00,"12/31/15","VIOLATION","BROOKLYN",40.68773221,-73.93749148
663027982,"12/31/15",19:50:00,NA,NA,"12/31/15","MISDEMEANOR","BROOKLYN",40.65830154,-73.91074706
826851134,"12/31/15",19:45:00,"12/31/15",20:00:00,"12/31/15","FELONY","BROOKLYN",40.65495242,-73.95800022
196989449,"12/31/15",19:32:00,NA,NA,"12/31/15","MISDEMEANOR","BROOKLYN",40.67033473,-73.87795204
156004759,"12/31/15",19:30:00,"12/31/15",19:35:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.72350476,-73.94862384
582385681,"12/31/15",19:30:00,"12/31/15",19:35:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.66263078,-73.87856448
226810332,"12/31/15",19:20:00,"12/31/15",19:21:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.67319088,-74.00260786
126102265,"12/31/15",19:20:00,"12/31/15",19:28:00,"12/31/15","MISDEMEANOR","BROOKLYN",40.65495242,-73.95800022
688508078,"12/31/15",19:20:00,"12/31/15",19:30:00,"12/31/15","VIOLATION","BROOKLYN",40.68037427,-73.97620586
404006879,"12/31/15",19:15:00,"12/31/15",21:10:00,"12/31/15","FELONY","BROOKLYN",40.66888377,-73.93250572
413766780,"12/31/15",19:10:00,"12/31/15",19:15:00,"12/31/15","FELONY","BROOKLYN",40.68000266,-73.94223618
312237740,"12/31/15",19:07:00,"12/31/15",19:13:00,"12/31/15","FELONY","BROOKLYN",40.63364841,-73.89512917
976869333,"12/31/15",19:00:00,"12/31/15",19:30:00,"12/31/15","VIOLATION","BROOKLYN",40.66658763,-73.93967769
547451938,"12/31/15",19:00:00,"12/31/15",22:00:00,"12/31/15","FELONY","BROOKLYN",40.66132137,-73.89515415
758776474,"12/31/15",18:55:00,NA,NA,"12/31/15","FELONY","BROOKLYN",40.63110139,-73.89835041
