"CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","LAW_CAT_CD","BORO_NM","Latitude","Longitude"
911224817,"8/30/15",09:40:00,"8/30/15",09:50:00,"12/29/15","MISDEMEANOR","BRONX",40.79115187,-73.88437192
643425278,"8/15/15",11:00:00,"12/29/15",12:00:00,"12/29/15","VIOLATION","BRONX",40.86651335,-73.85285484
381879469,"8/31/15",13:00:00,"11/2/15",13:00:00,"12/23/15","FELONY","BRONX",40.84651086,-73.92099075
858344415,"8/30/15",07:00:00,NA,NA,"12/22/15","FELONY","BRONX",40.85132261,-73.92141156
301649652,"8/12/15",17:00:00,"11/10/15",00:55:00,"12/22/15","MISDEMEANOR","BRONX",40.82908755,-73.9135063
520888604,"8/19/15",12:47:00,"8/19/15",12:52:00,"12/17/15","FELONY","BRONX",40.81608887,-73.91768869
860480385,"8/9/15",18:29:00,"8/9/15",18:32:00,"12/17/15","FELONY","BRONX",40.81608887,-73.91768869
582882074,"8/5/15",17:21:00,"8/5/15",17:30:00,"12/17/15","FELONY","BRONX",40.81608887,-73.91768869
184961884,"8/26/15",16:00:00,NA,NA,"12/16/15","FELONY","BRONX",40.87531061,-73.88744739
479137012,"8/9/15",20:48:00,"8/9/15",20:55:00,"12/16/15","FELONY","BRONX",40.79115187,-73.88437192
536890040,"8/5/15",19:00:00,"8/5/15",19:00:00,"12/16/15","FELONY","BRONX",40.79115187,-73.88437192
217290878,"8/1/15",14:05:00,"8/1/15",14:05:00,"12/16/15","FELONY","BRONX",40.79115187,-73.88437192
868376777,"8/30/15",20:15:00,"8/30/15",20:25:00,"12/15/15","FELONY","BRONX",40.79115187,-73.88437192
979025120,"8/17/15",10:00:00,NA,NA,"12/15/15","MISDEMEANOR","BRONX",40.83653816,-73.92332992
201547278,"8/13/15",21:40:00,"8/13/15",21:45:00,"12/15/15","FELONY","BRONX",40.81608887,-73.91768869
791420731,"8/17/15",15:00:00,"12/1/15",16:00:00,"12/12/15","FELONY","BRONX",40.83129357,-73.86431549
199901060,"8/5/15",09:00:00,NA,NA,"12/11/15","MISDEMEANOR","BRONX",40.82872387,-73.92319077
744093105,"8/30/15",14:50:00,NA,NA,"12/10/15","FELONY","BRONX",40.83143908,-73.92016307
