"CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","LAW_CAT_CD","BORO_NM","Latitude","Longitude"
196685202,"5/1/15",12:00:00,"10/3/15",12:00:00,"12/30/15","FELONY","BRONX",40.84972722,-73.90578765
198968796,"5/24/15",07:00:00,"12/21/15",17:00:00,"12/21/15","FELONY","BRONX",40.83173334,-73.91709839
260257451,"5/12/15",04:00:00,"12/7/15",06:00:00,"12/17/15","MISDEMEANOR","BRONX",40.87992769,-73.89679834
237841108,"5/3/15",12:00:00,"9/1/15",12:00:00,"12/17/15","FELONY","BRONX",40.83079891,-73.8269488
981627956,"5/1/15",12:00:00,"12/27/15",14:00:00,"12/17/15","MISDEMEANOR","BRONX",40.82506399,-73.87739726
796275104,"5/13/15",12:00:00,NA,NA,"12/16/15","MISDEMEANOR","BRONX",40.84140715,-73.87845499
156991644,"5/4/15",17:00:00,"12/14/15",17:30:00,"12/16/15","FELONY","BRONX",40.82131447,-73.89989167
462976690,"5/22/15",23:56:00,"5/22/15",23:59:00,"12/6/15","FELONY","BRONX",40.8084162,-73.90883713
901249249,"5/1/15",00:01:00,"12/3/15",06:30:00,"12/3/15","FELONY","BRONX",40.8643313,-73.86637753
728263972,"5/14/15",07:10:00,"5/14/15",07:11:00,"12/2/15","FELONY","BRONX",40.81608887,-73.91768869
266662293,"5/30/15",23:52:00,"5/30/15",23:55:00,"11/18/15","MISDEMEANOR","BRONX",40.84130459,-73.88278851
911116955,"5/27/15",01:25:00,"11/17/15",18:26:00,"11/17/15","MISDEMEANOR","BRONX",40.80789329,-73.91791195
453233268,"5/14/15",00:01:00,"11/14/15",18:00:00,"11/14/15","MISDEMEANOR","BRONX",40.8313693,-73.90097507
950993542,"5/2/15",08:25:00,"5/30/15",14:35:00,"11/13/15","FELONY","BRONX",40.86607576,-73.89437579
233083464,"5/15/15",10:45:00,NA,NA,"11/10/15","MISDEMEANOR","BRONX",40.81911893,-73.91017731
845765301,"5/28/15",22:00:00,"11/5/15",13:24:00,"11/5/15","MISDEMEANOR","BRONX",40.82635368,-73.88786624
617307056,"5/31/15",13:54:00,NA,NA,"11/2/15","FELONY","BRONX",40.84945292,-73.90599768
299282350,"5/22/15",18:45:00,"10/28/15",23:38:00,"11/2/15","FELONY","BRONX",40.86846738,-73.82158285
276010896,"5/2/15",16:45:00,NA,NA,"10/21/15","MISDEMEANOR","BRONX",40.87251235,-73.88058209
395042136,"5/1/15",11:00:00,"10/17/15",19:00:00,"10/19/15","FELONY","BRONX",40.82042804,-73.89388461
554959045,"5/1/15",06:00:00,"5/2/15",19:00:00,"10/19/15","FELONY","BRONX",40.8148472,-73.89908132
303539515,"5/23/15",16:57:00,"5/23/15",17:00:00,"10/14/15","FELONY","BRONX",40.79115187,-73.88437192
276001649,"5/9/15",00:00:00,"10/5/15",00:00:00,"10/14/15","FELONY","BRONX",40.82123865,-73.90434664
810063342,"5/1/15",19:00:00,"10/10/15",19:00:00,"10/10/15","MISDEMEANOR","BRONX",40.82736692,-73.90685996
231030819,"5/1/15",12:00:00,NA,NA,"10/8/15","VIOLATION","BRONX",40.82831896,-73.91342419
549142321,"5/29/15",20:50:00,"5/29/15",20:50:00,"10/6/15","FELONY","BRONX",40.79115187,-73.88437192
