"CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","LAW_CAT_CD","BORO_NM","Latitude","Longitude"
878275052,"10/29/15",14:08:00,"12/23/15",18:36:00,"12/31/15","MISDEMEANOR","MANHATTAN",40.75976844,-73.9898113
695848359,"10/16/15",15:00:00,"10/16/15",18:00:00,"12/31/15","MISDEMEANOR","MANHATTAN",40.82301005,-73.94923712
397825331,"10/15/15",07:00:00,"10/15/15",20:30:00,"12/31/15","FELONY","MANHATTAN",40.73039974,-74.00863563
216987741,"10/1/15",08:00:00,"12/28/15",08:00:00,"12/31/15","MISDEMEANOR","MANHATTAN",40.78709523,-73.97359657
566845905,"10/30/15",12:00:00,"12/30/15",10:00:00,"12/30/15","FELONY","MANHATTAN",40.8029194,-73.94482771
489102865,"10/18/15",00:00:00,"10/31/15",11:59:00,"12/30/15","VIOLATION","MANHATTAN",40.86872382,-73.92525247
142304390,"10/15/15",10:30:00,"12/30/15",10:02:00,"12/30/15","MISDEMEANOR","MANHATTAN",40.81322649,-73.95244173
724098382,"10/30/15",12:00:00,"11/10/15",12:00:00,"12/29/15","FELONY","MANHATTAN",40.75507615,-73.97868052
813761303,"10/23/15",15:00:00,"12/29/15",11:45:00,"12/29/15","VIOLATION","MANHATTAN",40.73687494,-74.00127884
969482916,"10/20/15",05:00:00,"10/20/15",05:03:00,"12/29/15","MISDEMEANOR","MANHATTAN",40.76284268,-73.99128365
324442151,"10/20/15",09:00:00,NA,NA,"12/28/15","FELONY","MANHATTAN",40.80476491,-73.9414091
736218437,"10/6/15",15:30:00,NA,NA,"12/28/15","MISDEMEANOR","MANHATTAN",40.80708541,-73.94383088
536297977,"10/1/15",10:00:00,"10/1/15",10:05:00,"12/27/15","VIOLATION","MANHATTAN",40.81605706,-73.95432194
747390838,"10/15/15",15:44:00,"10/15/15",15:45:00,"12/26/15","FELONY","MANHATTAN",40.78237104,-73.97147523
168631422,"10/6/15",17:50:00,"10/6/15",18:02:00,"12/24/15","MISDEMEANOR","MANHATTAN",40.81605706,-73.95432194
242586429,"10/27/15",19:15:00,"10/27/15",21:00:00,"12/23/15","FELONY","MANHATTAN",40.7326891,-74.004721
182775730,"10/16/15",12:31:00,"12/23/15",20:00:00,"12/23/15","FELONY","MANHATTAN",40.75012867,-73.98753178
618715378,"10/15/15",10:00:00,NA,NA,"12/23/15","VIOLATION","MANHATTAN",40.75468486,-73.9867549
857940724,"10/20/15",14:00:00,NA,NA,"12/22/15","FELONY","MANHATTAN",40.7593289,-73.97129378
984596225,"10/16/15",07:00:00,"10/22/15",17:00:00,"12/22/15","FELONY","MANHATTAN",40.86791095,-73.92048446
421740008,"10/14/15",00:01:00,NA,NA,"12/22/15","FELONY","MANHATTAN",40.73964834,-73.98109239
170049372,"10/10/15",14:00:00,NA,NA,"12/22/15","FELONY","MANHATTAN",40.76003006,-73.97684881
438192514,"10/7/15",18:00:00,"12/22/15",18:30:00,"12/22/15","MISDEMEANOR","MANHATTAN",40.71806455,-73.98846128
948578914,"10/7/15",12:00:00,"10/13/15",15:00:00,"12/22/15","MISDEMEANOR","MANHATTAN",40.86489146,-73.92407815
235774912,"10/28/15",16:27:00,"11/8/15",17:56:00,"12/21/15","FELONY","MANHATTAN",40.79052894,-73.97380467
971168717,"10/26/15",10:30:00,"10/26/15",10:40:00,"12/21/15","MISDEMEANOR","MANHATTAN",40.81566989,-73.93656929
158890522,"10/14/15",19:29:00,NA,NA,"12/21/15","MISDEMEANOR","MANHATTAN",40.80983907,-73.95141461
719950100,"10/2/15",07:30:00,NA,NA,"12/21/15","FELONY","MANHATTAN",40.78514404,-73.97502011
806451937,"10/1/15",08:40:00,NA,NA,"12/21/15","MISDEMEANOR","MANHATTAN",40.80551045,-73.95096264
556620592,"10/13/15",21:55:00,"10/13/15",22:05:00,"12/19/15","MISDEMEANOR","MANHATTAN",40.72861598,-74.00005918
787708047,"10/30/15",14:00:00,NA,NA,"12/18/15","VIOLATION","MANHATTAN",40.76039969,-73.98934555
