"CMPLNT_NUM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","RPT_DT","LAW_CAT_CD","BORO_NM","Latitude","Longitude"
965222472,"6/27/15",09:00:00,"8/6/15",23:00:00,"12/30/15","FELONY","MANHATTAN",40.7346458,-73.99033113
495441937,"6/22/15",07:00:00,NA,NA,"12/29/15","FELONY","MANHATTAN",40.85022332,-73.93216991
686898939,"6/8/15",00:00:00,"7/26/15",00:00:00,"12/28/15","MISDEMEANOR","MANHATTAN",40.81087724,-73.94106415
813849748,"6/1/15",12:00:00,NA,NA,"12/27/15","MISDEMEANOR","MANHATTAN",40.77725483,-73.98634602
542803946,"6/1/15",17:00:00,"12/21/15",17:38:00,"12/21/15","MISDEMEANOR","MANHATTAN",40.76481358,-73.99402335
572983484,"6/1/15",00:00:00,"12/21/15",23:00:00,"12/21/15","MISDEMEANOR","MANHATTAN",40.85291775,-73.93542766
193836929,"6/1/15",00:01:00,"12/19/15",22:00:00,"12/19/15","FELONY","MANHATTAN",40.75823237,-73.97743059
664313309,"6/25/15",14:40:00,"6/25/15",14:55:00,"12/18/15","MISDEMEANOR","MANHATTAN",40.71913315,-73.97636158
839754562,"6/8/15",00:01:00,"12/13/15",12:00:00,"12/17/15","FELONY","MANHATTAN",40.74088058,-73.98019709
125912675,"6/30/15",19:06:00,NA,NA,"12/9/15","MISDEMEANOR","MANHATTAN",40.81051681,-73.95092282
602052514,"6/8/15",12:00:00,"10/26/15",12:00:00,"12/9/15","MISDEMEANOR","MANHATTAN",40.73995439,-74.00610001
576459895,"6/1/15",13:35:00,"6/1/15",14:05:00,"12/9/15","FELONY","MANHATTAN",40.79460426,-73.94781415
881439908,"6/30/15",15:00:00,"7/7/15",15:30:00,"12/8/15","FELONY","MANHATTAN",40.7593104,-73.99470607
778327013,"6/30/15",12:00:00,NA,NA,"12/8/15","MISDEMEANOR","MANHATTAN",40.73565306,-73.98963096
646634507,"6/13/15",19:00:00,"12/2/15",18:00:00,"12/2/15","VIOLATION","MANHATTAN",40.71626346,-73.98407868
898260214,"6/22/15",15:00:00,"11/27/15",16:00:00,"12/1/15","FELONY","MANHATTAN",40.74479336,-73.99329255
510175801,"6/12/15",00:01:00,"11/24/15",11:00:00,"11/24/15","FELONY","MANHATTAN",40.84321624,-73.93728756
469188051,"6/17/15",15:00:00,NA,NA,"11/23/15","FELONY","MANHATTAN",40.7946047,-73.94878567
176110522,"6/30/15",12:00:00,"11/22/15",16:00:00,"11/22/15","FELONY","MANHATTAN",40.74625101,-73.99965138
717641153,"6/28/15",20:00:00,"11/22/15",18:00:00,"11/22/15","FELONY","MANHATTAN",40.83876095,-73.9413105
297574445,"6/10/15",12:30:00,"6/10/15",13:00:00,"11/19/15","MISDEMEANOR","MANHATTAN",40.70948728,-74.01026687
403954008,"6/27/15",16:38:00,"6/27/15",17:11:00,"11/18/15","MISDEMEANOR","MANHATTAN",40.84078111,-73.93624538
986723440,"6/15/15",17:00:00,"6/15/15",18:00:00,"11/18/15","VIOLATION","MANHATTAN",40.75632484,-73.97776331
381595236,"6/5/15",14:00:00,"11/17/15",23:00:00,"11/18/15","VIOLATION","MANHATTAN",40.76228795,-73.96248453
279767674,"6/1/15",08:00:00,"11/18/15",08:00:00,"11/18/15","MISDEMEANOR","MANHATTAN",40.79734812,-73.93054433
220335823,"6/22/15",10:00:00,"11/17/15",10:00:00,"11/17/15","MISDEMEANOR","MANHATTAN",40.7878746,-73.92818165
212171554,"6/19/15",14:30:00,"6/19/15",14:40:00,"11/17/15","FELONY","MANHATTAN",40.76980378,-73.96478363
392348887,"6/29/15",13:00:00,"10/2/15",13:00:00,"11/14/15","FELONY","MANHATTAN",40.77331241,-73.95905925
311750326,"6/26/15",14:00:00,"9/9/15",12:00:00,"11/12/15","MISDEMEANOR","MANHATTAN",40.73836669,-73.98202736
834531008,"6/18/15",00:00:00,"11/11/15",00:00:00,"11/11/15","FELONY","MANHATTAN",40.74772968,-73.98683929
331576292,"6/3/15",01:00:00,NA,NA,"11/10/15","MISDEMEANOR","MANHATTAN",40.76226873,-73.98798435
147036256,"6/17/15",15:00:00,"6/17/15",17:00:00,"11/9/15","MISDEMEANOR","MANHATTAN",40.81592955,-73.94516736
289761515,"6/1/15",06:00:00,"11/4/15",06:15:00,"11/7/15","VIOLATION","MANHATTAN",40.74358168,-73.98178417
776435319,"6/1/15",00:00:00,"10/3/15",00:00:00,"11/6/15","FELONY","MANHATTAN",40.74617856,-73.98412206
378608379,"6/15/15",01:00:00,"11/1/15",21:00:00,"11/5/15","MISDEMEANOR","MANHATTAN",40.80161235,-73.94366574
125685192,"6/7/15",16:05:00,"11/1/15",04:20:00,"11/5/15","MISDEMEANOR","MANHATTAN",40.75834015,-73.98157077
297584104,"6/30/15",04:08:00,"6/30/15",04:25:00,"11/4/15","MISDEMEANOR","MANHATTAN",40.79451509,-73.96632353
669513405,"6/12/15",21:00:00,"6/12/15",22:00:00,"11/4/15","MISDEMEANOR","MANHATTAN",40.83287391,-73.94203481
873552306,"6/8/15",15:10:00,"11/4/15",13:10:00,"11/4/15","FELONY","MANHATTAN",40.75043077,-73.98928218
421031768,"6/1/15",10:00:00,"11/3/15",17:00:00,"11/4/15","MISDEMEANOR","MANHATTAN",40.73466077,-73.97905871
612689175,"6/10/15",19:00:00,"7/20/15",17:28:00,"11/3/15","FELONY","MANHATTAN",40.73830187,-73.97333444
144365662,"6/26/15",15:00:00,"8/11/15",12:00:00,"11/2/15","FELONY","MANHATTAN",40.82127103,-73.95187235
